"","title","publishedAt","site"
"1504","Guliani Pulls a Michael Jackson","2018-05-13T20:19:05Z","msnbc"
"1505","Russia Investigation One Year Later","2018-05-13T20:10:16Z","msnbc"
"1506","Rep. Heck: 'Collusion is hiding in plain sight'","2018-05-13T18:18:58Z","msnbc"
"1507","Fmr. UN Amb.: Pompeo’s relationship with Kim is ‘valuable’","2018-05-13T18:06:42Z","msnbc"
"1508","Fmr. CIA Chief of Staff on why he backs Haspel’s nomination","2018-05-13T18:06:18Z","msnbc"
"1509","Are we speaking the same language on de-nuclearization as North Korea?","2018-05-13T16:49:07Z","msnbc"
"1510","Rep. Cohen: Trump ‘despicable,’ should apologize for McCain comment","2018-05-13T14:20:56Z","msnbc"
"1511","U.S. should be cautious of Kim’s ‘charm offensive’ during NK Summit","2018-05-13T14:20:53Z","msnbc"
"1512","Is Gina Haspel the right nominee for the CIA?","2018-05-13T14:20:49Z","msnbc"
"1513","Developing: Deadly Knife Attack in Paris","2018-05-13T14:20:35Z","msnbc"
"1514","Meek Mill on Trump, Kanye, and the Criminal Justice System","2018-05-13T13:15:03Z","msnbc"
"1515","One on One with Meek Mill","2018-05-13T13:09:20Z","msnbc"
"1516","Living While Black","2018-05-13T13:05:54Z","msnbc"
"1517","Kumar: Trump's immigration plan is 'hurting people at scale’","2018-05-13T01:40:28Z","msnbc"
"1518","Does President Trump encourage racial microaggressions and bias?","2018-05-13T00:53:19Z","msnbc"
"1519","Candidate says ‘f*** the NRA’ to spark gun control debate","2018-05-12T23:39:02Z","msnbc"
"1520","McQuade: Were payments to Michael Cohen ‘crime' or 'slime’?","2018-05-12T23:01:38Z","msnbc"
"1521","Activist Kenyette Barnes Speaks out on the Growing Calls to Mute R&B singer R.Kelly","2018-05-12T21:43:47Z","msnbc"
"1522","Haspel Silent on Torture policy","2018-05-12T21:31:42Z","msnbc"
"1523","Ex-Israeli Prime Minister on peace with Palestine: “Good fences make good neighbors”","2018-05-12T21:11:53Z","msnbc"
"1524","Civil Rights Activist DeRay McKesson on Boycotting Waffle House : “Something’s Got To Change”","2018-05-12T20:42:06Z","msnbc"
"1525","Multiple people injured in Paris stabbing attack","2018-05-12T20:38:35Z","msnbc"
"1526","Sen. McCain Calls Vladimir Putin an ""Evil Man""","2018-05-12T20:26:41Z","msnbc"
"1527","South Korea’s President Moon praised for role in peace talks","2018-05-12T19:36:39Z","msnbc"
"1528","Could ‘enhanced interrogation techniques’ return under Trump?","2018-05-12T19:25:02Z","msnbc"
"1529","Trump pulling U.S. from Iran Nuclear Deal could destabilize region","2018-05-12T19:11:59Z","msnbc"
"1530","When it comes to immigration, Kelly is united with Trump","2018-05-12T18:41:56Z","msnbc"
"1531","More ties between Russia and Trump’s inner circle?","2018-05-12T18:21:57Z","msnbc"
"1532","Report: WH meeting on aide’s alleged McCain comments","2018-05-12T18:15:23Z","msnbc"
"1533","Meacham on divisiveness and ‘The Soul of America’","2018-05-12T18:14:29Z","msnbc"
"1534","Rep. Lee: Pulling out of Iran deal is 'curious' ahead of North Korea summit","2018-05-12T18:12:51Z","msnbc"
"1535","Rep. Connolly: Pulling out of Iran Deal ‘one of the most destructive decisions’","2018-05-12T18:12:21Z","msnbc"
"1536","McFaul on ‘From Cold War to Hot Peace’","2018-05-12T18:11:46Z","msnbc"
"1537","Michael Avenatti: If you have stuff related to Cohen, it will come out","2018-05-12T18:03:00Z","msnbc"
"1538","Report: Mueller’s potential interview with Pres. Trump could be put on hold","2018-05-12T14:35:25Z","msnbc"
"1539","REP. CLEAVER: Brace yourself for more 'mean-spiritedness' in America","2018-05-12T14:26:42Z","msnbc"
"1540","REP. LANCE: 'We should amend' immigration laws","2018-05-12T14:18:14Z","msnbc"
"1541","One on One with Ambassador Grenell","2018-05-12T12:34:29Z","msnbc"
"1542","This Week in God, 5.12.18","2018-05-12T11:15:16Z","msnbc"
"1543","Last Word 5/11/18","2018-05-12T10:31:02Z","msnbc"
"1544","All In 5/11/18","2018-05-12T10:21:01Z","msnbc"
"1545","Rachel Maddow 5/11/18","2018-05-12T08:31:00Z","msnbc"
"1546","Trump's foreign policy moves are angering European allies","2018-05-12T03:54:18Z","msnbc"
"1547","Beschloss: No other president would keep aide after McCain remark","2018-05-12T03:50:43Z","msnbc"
"1548","John Kelly: Most undocumented immigrants can't assimilate easily","2018-05-12T03:38:47Z","msnbc"
"1549","Hardball May 11 2018","2018-05-12T03:31:00Z","msnbc"
"1550","Steve Schmidt: Trump's unworthy to say John McCain's name","2018-05-12T03:29:40Z","msnbc"
"1551","Oligarch Viktor Vekselberg's Trump ties raise suspicion","2018-05-12T03:28:04Z","msnbc"
"1552","Kelly: Trump “embarrassed” by Mueller’s investigation","2018-05-12T03:22:54Z","msnbc"
"1553","Mueller's digging into payments received by Trump lawyer Cohen","2018-05-12T03:22:45Z","msnbc"
"1554","Malcolm Nance on Trump WH ""smear"" of McCain: ""I won't have it""","2018-05-12T03:12:26Z","msnbc"
"1555","Senators make plan to preserve Mueller's work if not his job","2018-05-12T03:04:01Z","msnbc"
"1556","John Kelly stirs familiar controversy with rare interview","2018-05-12T03:02:31Z","msnbc"
"1557","Cohen case folds in on itself with unexpected Schneiderman twist","2018-05-12T02:56:01Z","msnbc"
"1558","There's lobbying then there's what Michael Cohen was doing","2018-05-12T01:44:00Z","msnbc"
"1559","President Trump's interview crisis","2018-05-12T01:42:00Z","msnbc"
"1560","MTP Daily--May 11, 2018","2018-05-12T01:21:01Z","msnbc"
"1561","Mueller probing foreign-linked Trump inaugural donations","2018-05-12T01:20:00Z","msnbc"
"1562","Promises made, promises broken.","2018-05-12T01:12:57Z","msnbc"
"1563","Morning Joe 05/11/2018","2018-05-12T00:11:01Z","msnbc"
"1564","George Will slams Pence as ‘worse than Trump’","2018-05-11T23:42:02Z","msnbc"
"1565","John Kelly: Undocumented Immigrants ‘don’t have skills’ to assimilate","2018-05-11T23:17:32Z","msnbc"
"1566","Giuliani on Avenatti: I don’t get involved with pimps","2018-05-11T23:12:41Z","msnbc"
"1567","Mothers can now use campaign funds to pay for childcare","2018-05-11T21:58:01Z","msnbc"
"1568","McQuade: I don't see a coherent legal strategy with Giuliani","2018-05-11T21:54:08Z","msnbc"
"1569","Meet the Midterms: Do metrics mean anything to Trump?","2018-05-11T21:49:05Z","msnbc"
"1570","Mueller investigation nears one-year anniversary","2018-05-11T21:44:39Z","msnbc"
"1571","Rev. Sharpton: Important challenge Trump's lies, autocratic behavior","2018-05-11T21:41:27Z","msnbc"
"1572","Are there any “Better Angels” in the White House?","2018-05-11T21:37:26Z","msnbc"
"1573","Why the offensive comments about McCain reflect the Trump WH culture","2018-05-11T21:36:49Z","msnbc"
"1574","Friday's Mini-Report, 5.11.18","2018-05-11T21:30:34Z","msnbc"
"1575","Full Dent Interview: Republicans in Congress need to be a check on Trump","2018-05-11T21:28:21Z","msnbc"
"1576","Steve Schmidt: Kelly Sadler, WH staffers the 'exact opposite of John McCain’","2018-05-11T21:27:06Z","msnbc"
"1577","Steve Schmidt: The difference between ‘Baghdad Bob’ & Sarah Sanders","2018-05-11T21:26:17Z","msnbc"
"1578","Dent: McCain issue is 'unsettling'","2018-05-11T21:13:11Z","msnbc"
"1579","One More Thing: J.K. Rowling trolls Trump with definition of graphology","2018-05-11T20:24:37Z","msnbc"
"1580","Trump abandons key campaign promise on prescription medications","2018-05-11T20:24:23Z","msnbc"
"1581","Fmr. Energy Secretary: Iran nuclear deal verifiably made sure Iran had no nuclear weapon","2018-05-11T20:21:54Z","msnbc"
"1582","Only Pharmacist in Congress: 'great day for American consumers'","2018-05-11T20:18:54Z","msnbc"
"1583","New fallout from Michael Cohen's shady deals","2018-05-11T20:00:18Z","msnbc"
"1584","Fmr. Secretary of Homeland Security reacts to Russia-linked ads","2018-05-11T19:04:00Z","msnbc"
"1585","Trump pledges to 'eliminate the middleman,' lower drug prices","2018-05-11T18:30:24Z","msnbc"
"1586","Rep. Costello: WH 'should apologize and fire’ aide for McCain comment","2018-05-11T18:17:13Z","msnbc"
"1587","Happy 112th Birthday to America’s oldest living veteran","2018-05-11T18:07:36Z","msnbc"
"1588","Tension between Trump and Homeland Sec. related to Mexico not paying for the wall: NYT","2018-05-11T17:55:35Z","msnbc"
"1589","Biden: Trump admin. 'hit rock bottom' after aide mocks 'dying' McCain","2018-05-11T17:47:25Z","msnbc"
"1590","New bipartisan effort underway to protect Mueller's Russia investigation","2018-05-11T17:37:27Z","msnbc"
"1591","Sarah Palin wants to 'remember the good times' with John...","2018-05-11T17:12:01Z","msnbc"
"1592","This will be the headline","2018-05-11T16:52:00Z","msnbc"
"1593","U.S. Embassy to move from Tel Aviv to Jerusalem","2018-05-11T16:27:25Z","msnbc"
"1594","Despite indictments, White House says Mueller probe lacks 'meat on the bone'","2018-05-11T16:16:40Z","msnbc"
"1595","Why did AT&T hire Cohen? His close ties to POTUS, says a reporter","2018-05-11T15:59:30Z","msnbc"
"1596","John Kelly: People moving to US illegally 'don't integrate well'","2018-05-11T15:48:23Z","msnbc"
"1597","Nauert: ‘Don’t know’ if human rights abuse to come up at NK-US mtg.","2018-05-11T15:45:18Z","msnbc"
"1598","Bill Kristol: Mike Pence's remarks on Mueller part of a strategy","2018-05-11T15:44:01Z","msnbc"
"1599","#BIGPICTURE: Iraqi policemen show off inked fingers after voting","2018-05-11T15:35:34Z","msnbc"
"1600","Friday's Campaign Round-Up, 5.11.18","2018-05-11T15:34:56Z","msnbc"
"1601","Meghan McCain responds to WH aide mocking father’s cancer","2018-05-11T15:22:07Z","msnbc"
"1602","White House's Kelly questions immigrants'...","2018-05-11T15:20:44Z","msnbc"
"1603","War Hero John McCain’s great deeds and service to this country","2018-05-11T15:14:11Z","msnbc"
"1604","Thomas Test Publsishing between accounts part 2","2018-05-11T15:12:29Z","msnbc"
"1605","Thomas Test Publishing between accounts","2018-05-11T15:10:28Z","msnbc"
"1606","Thomas Test Publsishing between accounts","2018-05-11T15:10:28Z","msnbc"
"1607","Trump insists he's boosted our...","2018-05-11T14:40:34Z","msnbc"
"1608","#GoodNewsRuhles: ‘Fearless Girl’ costume gets grad a job","2018-05-11T14:28:53Z","msnbc"
"1609","Mothers: The unpaid workforce","2018-05-11T14:28:08Z","msnbc"
"1610","Fallout from President Trump’s immigration frustration","2018-05-11T14:26:37Z","msnbc"
"1611","WAPO: AT&T Paid Cohen to advise on Time Warner merger","2018-05-11T14:23:35Z","msnbc"
"1612","Congress releases Russian Facebook ads; can interference be...","2018-05-11T14:18:01Z","msnbc"
"1613","In a city Obama helped rescue, Trump...","2018-05-11T14:00:37Z","msnbc"
"1614","NRA's Oliver North compares gun owners to...","2018-05-11T13:20:20Z","msnbc"
"1615","GOP senators want August recess canceled; here's why","2018-05-11T13:06:09Z","msnbc"
"1616","Steve Rattner: Economy not necessarily stronger under Trump","2018-05-11T12:40:00Z","msnbc"
"1617","As McCain becomes a GOP target, White House aide mocks senator's health","2018-05-11T12:38:10Z","msnbc"
"1618","Midwestern voters give mixed reviews on Trump","2018-05-11T12:30:25Z","msnbc"
"1619","Joe on aide mocking McCain: Trump sets tone in WH","2018-05-11T12:10:04Z","msnbc"
"1620","Lawmakers weigh other options to protect Mueller","2018-05-11T12:02:00Z","msnbc"
"1621","Trump tirade pushes DHS toward possible...","2018-05-11T12:00:10Z","msnbc"
"1622","Trump tirade pushes DHS chief toward possible resignation","2018-05-11T11:29:42Z","msnbc"
"1623","NYT: Giuliani law firm undercuts his statements","2018-05-11T11:27:33Z","msnbc"
"1624","Where did payments made to Michael Cohen go?","2018-05-11T11:20:00Z","msnbc"
"1625","Joe: 'Drain the swamp' chants came during swampy day","2018-05-11T10:42:13Z","msnbc"
"1626","Trump's summit style includes shock and punches","2018-05-11T10:04:31Z","msnbc"
"1627","Rachel Maddow 5/10/18","2018-05-11T08:11:01Z","msnbc"
"1628","Last Word 5/10/18","2018-05-11T07:21:00Z","msnbc"
"1629","All In 5/10/18","2018-05-11T06:01:02Z","msnbc"
"1630","Payment revelations show Cohen at center of billion dollar deals","2018-05-11T04:50:01Z","msnbc"
"1631","Extremists and worse slip through as GOP rushes to pack courts","2018-05-11T04:36:52Z","msnbc"
"1632","Steve Schmidt: Titanic fraud Pence shows Trump slobbering servility","2018-05-11T04:25:47Z","msnbc"
"1633","Trump GOP unfettered in packing courts with dubious choices","2018-05-11T04:23:54Z","msnbc"
"1634","White House aide mocks McCain: ‘He’s dying anyway’","2018-05-11T04:14:05Z","msnbc"
"1635","NYT: Homeland Security head nearly quit after Trump berated her","2018-05-11T04:12:04Z","msnbc"
"1636","Mike Pence: It’s time for Mueller to ‘wrap up’ Russia probe","2018-05-11T04:11:12Z","msnbc"
"1637","Republicans try to push Justice over red line on Trump probe info","2018-05-11T03:24:01Z","msnbc"
"1638","Trump attacks stop after Avenatti revelation","2018-05-11T03:09:44Z","msnbc"
"1639","Republicans line up against Justice, invite Rosenstein showdown","2018-05-11T03:06:01Z","msnbc"
"1640","Will: ‘Oleaginous’ Pence tops Trump as ‘worst’ in government","2018-05-11T03:04:33Z","msnbc"
"1641","Hardball May 10 2018","2018-05-11T02:41:00Z","msnbc"
"1642","Adelson cuts $30M check to GOP-aligned Super PAC","2018-05-11T01:44:01Z","msnbc"
"1643","Sean Hannity's rental properties","2018-05-11T01:42:02Z","msnbc"
"1644","Trump denies knowledge of Cohen payments","2018-05-11T01:22:58Z","msnbc"
"1645","MTP Daily--May 10, 2018","2018-05-11T01:11:00Z","msnbc"
"1646","Steve Schmidt on VP Pence: He is a ""titanic fraud""","2018-05-11T00:22:53Z","msnbc"
"1647","Morning Joe 05/10/2018","2018-05-11T00:11:02Z","msnbc"
"1648","Matthews: The war-hawks are back and they’re targeting Iran","2018-05-11T00:00:34Z","msnbc"
"1649","Multiple failures led to ambush of American troops in NIger","2018-05-10T23:53:47Z","msnbc"
"1650","Trump cheapens North Korean hostage return with ratings obsession","2018-05-10T23:52:17Z","msnbc"
"1651","Nader on Trump ethics scandals: 'They are crooks'","2018-05-10T23:52:10Z","msnbc"
"1652","Sex-tape lawyer who helped Cohen silence women could topple him","2018-05-10T23:49:06Z","msnbc"
"1653","Sen. Blumenthal: There’s a 'pattern' of Cohen linking Trump to Russians","2018-05-10T23:44:10Z","msnbc"
"1654","Cheney suggests restarting torture program","2018-05-10T23:43:30Z","msnbc"
"1655","Avenatti on payments to Cohen: He was hired for access to Trump","2018-05-10T23:15:11Z","msnbc"
"1656","Announcing the First Ever Trolly Awards #BeBest","2018-05-10T22:02:31Z","msnbc"
"1657","Meet the Midterms: Trump rally will kick off the Indiana Senate race","2018-05-10T21:53:32Z","msnbc"
"1658","Fake videos and fake news: Is Good AI the solution for Bad AI?","2018-05-10T21:48:02Z","msnbc"
"1659","Former CIA Dir. John Brennan on Trump, North Korea, Gina Haspel, and Putin","2018-05-10T21:44:43Z","msnbc"
"1660","Where is the money from Essential Consultants LLC?","2018-05-10T21:24:01Z","msnbc"
"1661","Full Cevallos and Rutenberg: How did businesses find Michael Cohen’s company?","2018-05-10T21:18:54Z","msnbc"
"1662","Thursday's Mini-Report, 5.10.18","2018-05-10T20:58:03Z","msnbc"
"1663","See the Russian Facebook ads: Who the trolls targeted, how they did it, and how Facebook responded","2018-05-10T20:46:47Z","msnbc"
"1664","One More Thing: Monica Lewinsky fires back after snub from 'Town & Country' Philanthropist Summit","2018-05-10T20:21:14Z","msnbc"
"1665","Meet the 'nice' Russian Oligarch accused of funneling funds to the President’s fixer","2018-05-10T20:21:12Z","msnbc"
"1666","Gina Haspel’s nomination has sparked a question for all Americans: What do we stand for?","2018-05-10T20:20:37Z","msnbc"
"1667","Sen. Markey claims there’s a 'very good chance' of restoring net neutrality","2018-05-10T20:19:32Z","msnbc"
"1668","The Big Question: When will the Stormy Daniels saga end?","2018-05-10T20:18:57Z","msnbc"
"1669","Is the Special Counsel done with former Trump adviser Sam Nunberg?","2018-05-10T20:18:36Z","msnbc"
"1670","MSNBC Exclusive: Giuliani on abrupt departure from law firm","2018-05-10T20:12:06Z","msnbc"
"1671","Eric Swalwell: Pence call to end Mueller probe 'extremely...","2018-05-10T19:40:01Z","msnbc"
"1672","VP Pence speaks out about Mueller, North Korea and Scott Pruitt","2018-05-10T18:53:28Z","msnbc"
"1673","Rep. Frederica Wilson 'doesn't have context' on Niger: GOP Rep.","2018-05-10T17:09:47Z","msnbc"
"1674","In Alabama, a record number of black women campaign for midterms","2018-05-10T16:56:13Z","msnbc"
"1675","Documenting the money paid to Michael Cohen","2018-05-10T16:49:21Z","msnbc"
"1676","Kristof: Israel-Iran conflict goes global if it reaches Lebanon","2018-05-10T16:46:05Z","msnbc"
"1677","Why Israel is escalating it's involvement in Syria's war","2018-05-10T16:44:14Z","msnbc"
"1678","Why Syria is bombing Israel and Iran’s connection to it","2018-05-10T16:44:14Z","msnbc"
"1679","Cheney talks up torture, threats posed by...","2018-05-10T16:40:40Z","msnbc"
"1680","#BIGPICTURE: Highway crash causes truck to flip, spilling chocolate","2018-05-10T15:43:21Z","msnbc"
"1681","Freed Americans 'a victory... under Donald Trump': Sen. Cardin","2018-05-10T15:40:54Z","msnbc"
"1682","Thursday's Campaign Round-Up, 5.10.18","2018-05-10T15:14:44Z","msnbc"
"1683","Sheldon Adelson opening his wallet for...","2018-05-10T15:00:11Z","msnbc"
"1684","House Intel Cmte. releases thousands of Russian-linked Facebook ads","2018-05-10T14:52:59Z","msnbc"
"1685","Trump tweets North Korea summit to be held June 12 in Singapore","2018-05-10T14:52:22Z","msnbc"
"1686","Pentagon to release report, new details on Niger ambush","2018-05-10T14:43:42Z","msnbc"
"1687","DC swamp takes over good people in Tapper novel","2018-05-10T14:20:19Z","msnbc"
"1688","What Trump doesn't seem to understand...","2018-05-10T14:14:59Z","msnbc"
"1689","Cohen revelations open up new issues for Trump","2018-05-10T14:14:12Z","msnbc"
"1690","#GoodNewsRuhles: DNA testing reconnects sisters after 54 years","2018-05-10T14:12:01Z","msnbc"
"1691","Rent the Runway CEO: Equalizing benefits will ‘save my business money’","2018-05-10T14:09:20Z","msnbc"
"1692","Tim O’Brien: Michael Cohen is a ‘grifter’","2018-05-10T14:05:43Z","msnbc"
"1693","Price: Kim Jong Un wants a ‘successful’ summit with Trump","2018-05-10T14:03:46Z","msnbc"
"1694","As hostages return home, Trump's thoughts turn to TV ratings","2018-05-10T13:20:08Z","msnbc"
"1695","Pence channels Nixon in calling for investigation's end","2018-05-10T13:01:53Z","msnbc"
"1696","White House signals the demise of Trump's infrastructure plan","2018-05-10T12:31:02Z","msnbc"
"1697","I came out opposed: Senator on Haspel hearing","2018-05-10T12:29:35Z","msnbc"
"1698","Joe: What did Mike Pence know and when did he know it?","2018-05-10T12:24:39Z","msnbc"
"1699","How does Giuliani’s comments impact Trump’s legal position?","2018-05-10T12:23:42Z","msnbc"
"1700","How will Trump’s Iran Deal decision impact foreign policy?","2018-05-10T12:14:00Z","msnbc"
"1701","Controversy surrounding Cohen's shell...","2018-05-10T12:00:13Z","msnbc"
"1702","Companies paid millions to Michael Cohen","2018-05-10T11:08:00Z","msnbc"
"1703","Trump speaks of ratings when Americans return home","2018-05-10T10:52:23Z","msnbc"
"1704","Mika: Hypocritical if Monica Lewinsky was uninvited from event","2018-05-10T10:50:01Z","msnbc"
"1705","Last Word 5/9/18","2018-05-10T10:21:01Z","msnbc"
"1706","Rachel Maddow 5/9/18","2018-05-10T10:21:01Z","msnbc"
"1707","Three Americans released from North Korea back in US","2018-05-10T10:10:36Z","msnbc"
"1708","Trump's plan to out-'crazy' North Korea","2018-05-10T10:01:42Z","msnbc"
"1709","All In 5/9/18","2018-05-10T09:51:01Z","msnbc"
"1710","Hardball May 9 2018","2018-05-10T06:01:01Z","msnbc"
"1711","Trump attorney Cohen denies some claims made by Stormy’s lawyer","2018-05-10T04:57:02Z","msnbc"
"1712","How detainee release could affect Trump's talks with North Korea","2018-05-10T04:34:55Z","msnbc"
"1713","White House dodges questions on Cohen pay-to-play allegations","2018-05-10T04:33:24Z","msnbc"
"1714","Trump attorney Cohen denies some claims made by Stormy’s lawyer","2018-05-10T03:44:03Z","msnbc"
"1715","Troubling questions linger about Haspel's role in CIA torture","2018-05-10T03:36:02Z","msnbc"
"1716","Trump filled swamp with former lobbyists","2018-05-10T03:28:01Z","msnbc"
"1717","Lawrence: Paying Cohen is filling the swamp with money","2018-05-10T03:26:01Z","msnbc"
"1718","How Gina Haspel destroyed evidence of the CIA's torture program","2018-05-10T03:23:23Z","msnbc"
"1719","Avenatti: Michael Cohen only really has one employer","2018-05-10T03:12:01Z","msnbc"
"1720","Dubious explanations follow revelation of payments to Cohen","2018-05-10T03:02:00Z","msnbc"
"1721","Avenatti: Cohen selling access to the highest office in the land","2018-05-10T02:52:25Z","msnbc"
"1722","The political demise of Don Blankenship","2018-05-10T01:40:51Z","msnbc"
"1723","Gina Haspel and our failure to reckon with torture","2018-05-10T01:23:20Z","msnbc"
"1724","Mueller questioned companies that paid Michael Cohen","2018-05-10T01:20:02Z","msnbc"
"1725","MTP Daily--May 09, 2018","2018-05-10T00:41:00Z","msnbc"
"1726","Jailed: Mueller puts lawyer tied to Trump campaign behind bars","2018-05-10T00:01:35Z","msnbc"
"1727","Matthews: Trump opened the door for Russian interference","2018-05-10T00:00:59Z","msnbc"
"1728","Trump requests cuts to Children’s Health Insurance Program","2018-05-09T23:42:21Z","msnbc"
"1729","Malcolm Nance: Trump is ‘jealous’ of Russian oligarch money","2018-05-09T23:41:24Z","msnbc"
"1730","Nunes, Gowdy to get classified briefing on Mueller Probe","2018-05-09T23:38:00Z","msnbc"
"1731","Reuters: AT&T contacted by Special Counsel in 2017 about Cohen...","2018-05-09T23:36:00Z","msnbc"
"1732","Swallwell: Trump and Cohen ‘deceiving' country with ‘lies'","2018-05-09T23:35:12Z","msnbc"
"1733","Cohen's attorney calls into question documents published by...","2018-05-09T23:18:02Z","msnbc"
"1734","Cohen’s lawyers respond to Avenatti claims","2018-05-09T23:07:18Z","msnbc"
"1735","Trump lets it slip: ‘fake news’ just means negative coverage","2018-05-09T22:45:50Z","msnbc"
"1736","Michael Avenatti: Cohen bank records ‘absolutely relevant’ to Daniels’ suit","2018-05-09T22:43:54Z","msnbc"
"1737","Steve Schmidt: Michael Cohen is like a ‘Goodfellas' character","2018-05-09T22:42:48Z","msnbc"
"1738","Michael Cohen confidante: He’ll do ‘what’s best for his family’","2018-05-09T22:42:42Z","msnbc"
"1739","The intersection of the Russia investigation & the Stormy Daniels suit","2018-05-09T22:42:21Z","msnbc"
"1740","McFaul: Oligarch who paid Cohen 'may be trying to prove his...","2018-05-09T22:06:00Z","msnbc"
"1741","Manchin: Blankenship's insults in primary were 'horrific'","2018-05-09T22:00:02Z","msnbc"
"1742","If your first name is 'Congressman,' Tuesday was a bad day","2018-05-09T21:54:02Z","msnbc"
"1743","Full Manchin: CIA Nominee Haspel ‘did not break the law’","2018-05-09T21:52:00Z","msnbc"
"1744","Full Rosenberg: ‘The Mueller team had something’ in raid on Cohen","2018-05-09T21:20:02Z","msnbc"
"1745","Rosenberg: ‘Would not shock me’ for Cohen to be a convicted felon","2018-05-09T21:19:02Z","msnbc"
"1746","Wednesday's Mini-Report, 5.9.18","2018-05-09T21:00:48Z","msnbc"
"1747","Agent who inspired 'Looming Tower' on CIA Director nomination hearings: 'We thought we turned that page'","2018-05-09T20:49:19Z","msnbc"
"1748","Former Watergate prosecutor says he sees conspiracy between the Trump campaign and Russians","2018-05-09T20:41:18Z","msnbc"
"1749","One More Thing: Sen. McConnell trolls defeated WV Senate candidate Don Blankenship","2018-05-09T20:28:27Z","msnbc"
"1750","Sen. Heinrich of Intel. Cmte.: We need someone running the CIA that we can trust","2018-05-09T20:27:53Z","msnbc"
"1751","How a Michael Cohen links a Russian oligarch to President Trump","2018-05-09T20:08:29Z","msnbc"
"1752","'Law & Order' actress ready to run for New York congressional seat","2018-05-09T19:59:09Z","msnbc"
"1753","10 min test pubishing to mpx","2018-05-09T19:55:08Z","msnbc"
"1754","Treasury watchdog looking into allegations Cohen's bank records leaked","2018-05-09T19:22:05Z","msnbc"
"1755","Scaramucci comments on alleged $500k given to Cohen from Russians","2018-05-09T18:51:10Z","msnbc"
"1756","Trump says 'everyone' believes he deserves a Nobel Peace Prize","2018-05-09T18:43:57Z","msnbc"
"1757","Last Word 5/8/18","2018-05-09T18:41:00Z","msnbc"
"1758","Morning Joe 05/09/2018","2018-05-09T18:01:01Z","msnbc"
"1759","Display Headline in mpx","2018-05-09T17:52:19Z","msnbc"
"1760","Gerrymandering suffers a setback in a key battleground state","2018-05-09T16:46:35Z","msnbc"
"1761","How did Gina Haspel handle questions on torture?","2018-05-09T16:39:48Z","msnbc"
"1762","How Stormy Daniels' hush money could link to Russia-tied company","2018-05-09T16:14:17Z","msnbc"
"1763","The future of Iran nuclear deal after US involvement","2018-05-09T16:12:19Z","msnbc"
"1764","Wednesday's Campaign Round-Up, 5.9.18","2018-05-09T15:37:23Z","msnbc"
"1765","Will new developments with North Korea be effective?","2018-05-09T15:34:00Z","msnbc"
"1766","As Trump breaks his promises, he boasts about keeping his promises","2018-05-09T15:10:55Z","msnbc"
"1767","#GoodNewsRuhles: 16th annual BTIG firm charity day","2018-05-09T14:43:51Z","msnbc"
"1768","How Comey’s ouster impacted the Trump presidency","2018-05-09T14:42:18Z","msnbc"
"1769","For Trump, critical coverage is...","2018-05-09T14:40:15Z","msnbc"
"1770","What would the Iran deal look like without the US?","2018-05-09T14:37:42Z","msnbc"
"1771","Glaude: Cohen payments ‘smell to high heaven’","2018-05-09T14:17:50Z","msnbc"
"1772","Follow the money: Tracking Michael Cohen’s payments","2018-05-09T14:13:40Z","msnbc"
"1773","Do latest claims from Avenatti add up to a bombshell?","2018-05-09T14:13:23Z","msnbc"
"1774","House Republicans confront a fresh round of discouraging news","2018-05-09T13:58:35Z","msnbc"
"1775","Sen. Jeff Flake praises release of Americans from North Korea","2018-05-09T13:38:00Z","msnbc"
"1776","Obama speaks up, laments Trump's...","2018-05-09T13:20:15Z","msnbc"
"1777","American detainees freed from North Korea: Trump","2018-05-09T12:40:56Z","msnbc"
"1778","Whatever happened to Donald Trump, the...","2018-05-09T12:40:14Z","msnbc"
"1779","Joe: Avenatti has beaten trump at his own game","2018-05-09T12:01:06Z","msnbc"
"1780","Avenatti: Our summary is 100 percent accurate","2018-05-09T11:57:23Z","msnbc"
"1781","Breaking down the results of West Virginia's primary","2018-05-09T11:44:01Z","msnbc"
"1782","Controversy surrounding Michael Cohen's finances goes in an unexpected direction","2018-05-09T11:38:26Z","msnbc"
"1783","Richard Haass: No reason to exit Iran nuclear deal now","2018-05-09T11:30:01Z","msnbc"
"1784","Michael Cohen in deeper than we knew","2018-05-09T10:45:28Z","msnbc"
"1785","Dems getting more votes for their money","2018-05-09T10:01:47Z","msnbc"
"1786","Rachel Maddow 5/8/18","2018-05-09T08:01:02Z","msnbc"
"1787","All In 5/8/18","2018-05-09T07:31:02Z","msnbc"
"1788","Hardball May 8 2018","2018-05-09T05:11:00Z","msnbc"
"1789","Key party primaries set up midterm showdowns","2018-05-09T04:34:01Z","msnbc"
"1790","White House blasts ‘opposition media’ in an official statement","2018-05-09T04:26:26Z","msnbc"
"1791","One year later: the lessons from Sally Yates’ testimony","2018-05-09T04:16:47Z","msnbc"
"1792","Outrage & trepidation after Trump abandons Iran nuclear deal","2018-05-09T04:12:45Z","msnbc"
"1793","Stormy's lawyer: Trump atty. Cohen got $500K from Moscow oligarch","2018-05-09T04:09:42Z","msnbc"
"1794","Judge OKs Russian hackers' request for 70 years of US intel","2018-05-09T03:47:08Z","msnbc"
"1795","Without Iran plan, Trump destroys US credibility, betrays allies","2018-05-09T03:44:30Z","msnbc"
